olabaobao,20645098,3
53055726,20645098,5
37600684,20645098,4
16166133,20645098,3
23621516,20645098,3
34978816,20645098,5
22056950,20645098,4
vermouthsama,20645098,4
63374320,20645098,5
59685430,20645098,5
51901036,20645098,4
62153097,20645098,3
38640250,20645098,2
59944601,20645098,4
pangtuan,20645098,4
3032632,20645098,4
bottle_hp,20645098,3
4221659,20645098,3
56994326,20645098,4
83119838,20645098,4
taratot,20645098,4
xingxkxk,20645098,5
yberbing,20645098,4
4852496,20645098,4
dreamer629,20645098,5
135413824,20645098,5
82229788,20645098,5
54224355,20645098,3
superdj,20645098,5
79960653,20645098,4
xiying,20645098,3
44371183,20645098,3
49634368,20645098,4
60367620,20645098,4
72451264,20645098,5
yuanliu,20645098,3
122879836,20645098,4
53002120,20645098,3
51507158,20645098,4
122891503,20645098,5
134503726,20645098,4
55652120,20645098,4
50510191,20645098,4
41471411,20645098,3
yuan521123,20645098,4
58472013,20645098,4
krugwoman,20645098,3
65532408,20645098,5
dido0626,20645098,5
48543551,20645098,5
68333051,20645098,4
meilen,20645098,3
80755814,20645098,5
allen_y,20645098,4
80537833,20645098,4
Pudding33,20645098,4
121997108,20645098,4
70268382,20645098,2
4341731,20645098,5
129734802,20645098,4
127252296,20645098,5
aellr,20645098,1
67656730,20645098,4
65120739,20645098,5
134499494,20645098,4
109800958,20645098,3
ravinenoravine,20645098,3
58096357,20645098,4
37737818,20645098,5
102069788,20645098,3
87603464,20645098,2
61289644,20645098,5
gaohame,20645098,4
58882274,20645098,5
95313700,20645098,4
49606070,20645098,5
miaogusensai,20645098,4
98576573,20645098,5
40300209,20645098,3
ZDY95MY,20645098,4
58042557,20645098,5
37488201,20645098,-1
121116969,20645098,3
46583947,20645098,5
54511196,20645098,4
53341104,20645098,5
2206999,20645098,5
wangqi19881129,20645098,4
133410756,20645098,5
75441561,20645098,4
12534073,20645098,4
leeconping,20645098,5
66113793,20645098,4
47151726,20645098,3
4068305,20645098,5
caoduozi,20645098,4
50476857,20645098,4
1748014,20645098,2
yachne0928,20645098,5
joseph1213,20645098,2
35241807,20645098,1
40086365,20645098,5
69535474,20645098,2
37419863,20645098,4
2738227,20645098,5
65616591,20645098,4
quinyu,20645098,3
6776669,20645098,4
Tigerag,20645098,4
43375121,20645098,5
73666911,20645098,3
48938261,20645098,5
114710465,20645098,4
39590903,20645098,4
61193045,20645098,4
63673590,20645098,4
wltao,20645098,4
nevernice,20645098,4
24534365,20645098,5
56945675,20645098,1
48414241,20645098,2
Shirleyjscy,20645098,5
99027512,20645098,4
64873674,20645098,5
itsmeymq,20645098,4
carol2sea,20645098,4
57041893,20645098,5
winter-summer,20645098,-1
66698052,20645098,3
54342192,20645098,5
4684266,20645098,3
88658178,20645098,4
57418562,20645098,4
35069880,20645098,2
39708774,20645098,-1
55558648,20645098,4
WZRY,20645098,5
52012929,20645098,5
53002213,20645098,2
mrcandy,20645098,3
60963394,20645098,5
xpwk,20645098,-1
lesliesunny,20645098,5
lucifers,20645098,3
89411042,20645098,4
50433409,20645098,3
amoric_sang,20645098,5
hou_yuting,20645098,-1
60036995,20645098,3
jeffmsu,20645098,5
ViviaChen,20645098,4
134222368,20645098,2
hennic,20645098,4
caohongmei,20645098,2
92944589,20645098,4
59347352,20645098,3
L5.P4,20645098,4
47561224,20645098,4
4582318,20645098,2
victoria1024,20645098,4
52214552,20645098,5
fantom,20645098,4
tian9005,20645098,5
43400315,20645098,5
43400315,20645098,5
WALKING33,20645098,5
127771292,20645098,3
hohoyuhu,20645098,3
57931932,20645098,4
73537382,20645098,2
84837410,20645098,4
qingh,20645098,4
50952518,20645098,4
68509371,20645098,5
130746615,20645098,-1
wanglutong,20645098,1
66706238,20645098,5
69907281,20645098,4
3498321,20645098,4
49308867,20645098,5
1401397,20645098,5
66877401,20645098,4
53339781,20645098,2
86691385,20645098,4
aislinnsecret,20645098,2
124387754,20645098,5
1958346,20645098,4
21388170,20645098,3
Neverlandor,20645098,3
101864611,20645098,5
91193494,20645098,5
wena,20645098,4
Optimus-Prime,20645098,4
104582980,20645098,4
57325323,20645098,3
79074513,20645098,3
126010684,20645098,5
JimmySong,20645098,5
wunaihuaqi,20645098,1
123097597,20645098,4
114658288,20645098,5
4475760,20645098,5
girliya,20645098,5
gdamosusan,20645098,5
84937702,20645098,4
133019129,20645098,4
miss_xiaoxiao,20645098,4
guosai,20645098,4
29606366,20645098,4
126575098,20645098,3
wangxiaolu,20645098,4
1259506,20645098,5
labifenelm,20645098,3
liltwo,20645098,4
WhoRU,20645098,4
118854321,20645098,4
phoenixjing,20645098,3
81530706,20645098,3
85512878,20645098,5
47367894,20645098,5
ariel1988731,20645098,4
57071643,20645098,5
huayeah,20645098,4
77785733,20645098,5
54330110,20645098,3
SHANGYIMOMO,20645098,5
134540327,20645098,5
luckmelon,20645098,5
45856827,20645098,4
92567735,20645098,4
55656364,20645098,4
tom926,20645098,3
62900892,20645098,4
1876785,20645098,3
132685909,20645098,4
57771981,20645098,4
y1-yu,20645098,5
122696545,20645098,4
47647880,20645098,5
countcrows,20645098,4
101884264,20645098,3
84267223,20645098,5
73042317,20645098,5
wunie,20645098,4
48825512,20645098,4
malalt,20645098,4
135237999,20645098,3
73156181,20645098,4
62284723,20645098,5
101978260,20645098,3
74420414,20645098,5
100175553,20645098,5
67783544,20645098,3
77522635,20645098,4
79132036,20645098,2
rtzzw,20645098,4
dustblue,20645098,3
23502104,20645098,5
harriet,20645098,3
125224826,20645098,5
115560712,20645098,5
5747784,20645098,3
46133817,20645098,3
vikawang,20645098,3
65284332,20645098,5
47364324,20645098,4
lovebaimei,20645098,4
hellohanxi,20645098,3
65912201,20645098,5
92956323,20645098,3
58630944,20645098,3
62688271,20645098,3
42832142,20645098,5
55987282,20645098,5
89792617,20645098,4
cmtqz1gxfdr,20645098,2
lucarolinelu,20645098,3
3925373,20645098,5
3941641,20645098,3
Returnofthek,20645098,5
cowsumy,20645098,5
fmxiaofei,20645098,4
1225013,20645098,-1
enmaying,20645098,5
63888010,20645098,5
39877849,20645098,3
31640275,20645098,4
DKJessica,20645098,5
Quester,20645098,5
101464428,20645098,4
tongtong7,20645098,3
67681966,20645098,2
3489632,20645098,4
ce-ce,20645098,5
70392127,20645098,3
59741946,20645098,3
xinxinniannian,20645098,3
malu,20645098,3
97334739,20645098,4
vivien_princess,20645098,5
99181086,20645098,1
50621647,20645098,5
sijizhp,20645098,4
cloudlandlord,20645098,3
parkxiahky,20645098,-1
emilystar,20645098,5
35628940,20645098,5
IMINCR,20645098,-1
49319979,20645098,4
zhangyongfeng,20645098,5
68404885,20645098,5
62318695,20645098,5
bluestone17,20645098,4
53673765,20645098,5
63781325,20645098,3
lianshengsu,20645098,-1
guyewuzhe,20645098,3
40166841,20645098,3
71477875,20645098,5
2320875,20645098,-1
wcngsjb,20645098,5
42594038,20645098,5
unnanae,20645098,5
32008707,20645098,3
4708598,20645098,-1
127675582,20645098,3
yao-monster,20645098,4
87035372,20645098,3
82550997,20645098,3
60685540,20645098,5
46659706,20645098,3
66620851,20645098,5
34569099,20645098,5
48599915,20645098,5
58714252,20645098,-1
fan0208,20645098,4
2978852,20645098,3
lvqing,20645098,5
yanbodiaoyu,20645098,2
65488479,20645098,5
57024226,20645098,3
4287326,20645098,3
douces,20645098,5
49897167,20645098,3
66846318,20645098,3
81059128,20645098,5
49397696,20645098,2
124491349,20645098,4
115569884,20645098,5
60768165,20645098,4
121726595,20645098,5
10377981,20645098,3
xiongge,20645098,5
chloethegirl,20645098,3
Dallipop,20645098,-1
moyia,20645098,5
64249051,20645098,1
90195667,20645098,5
3845975,20645098,3
102938445,20645098,3
92468807,20645098,3
62312357,20645098,5
70780550,20645098,4
1069770,20645098,4
62436528,20645098,5
69835584,20645098,5
loyalso,20645098,5
68596231,20645098,2
lunaya,20645098,3
kingflower,20645098,4
120259879,20645098,4
71316982,20645098,5
135473328,20645098,5
L-Meditation,20645098,4
49526730,20645098,4
64555870,20645098,5
1831746,20645098,3
135126816,20645098,5
49354246,20645098,4
56130792,20645098,3
78640879,20645098,3
131632042,20645098,3
133401254,20645098,5
63941479,20645098,4
1369129,20645098,3
119883443,20645098,4
81985285,20645098,4
133497939,20645098,5
6263589,20645098,4
88226626,20645098,4
95791019,20645098,5
best4tina,20645098,4
41094443,20645098,-1
xtrats,20645098,3
47546589,20645098,3
58739294,20645098,5
molihana,20645098,4
59901599,20645098,5
37035504,20645098,5
55375806,20645098,5
58687446,20645098,5
Eme,20645098,3
momoloveU,20645098,4
chenyj,20645098,5
100000149,20645098,5
138125552,20645098,4
54725975,20645098,4
kevincaiduo,20645098,5
vivien0212,20645098,4
2552257,20645098,4
74908002,20645098,4
42778669,20645098,5
sodafan,20645098,3
qinaidebugua,20645098,3
62956939,20645098,5
jidoudou,20645098,5
103246953,20645098,5
63720309,20645098,3
73108390,20645098,3
58256525,20645098,5
3729384,20645098,4
clairegyy,20645098,2
winnie0212,20645098,4
114284723,20645098,5
114284723,20645098,5
68675748,20645098,4
68699271,20645098,4
Lonelyforward,20645098,4
80607312,20645098,5
bzfdu,20645098,4
72598751,20645098,4
87909103,20645098,3
133393933,20645098,4
55556011,20645098,4
qiantuo0508,20645098,2
orcagoal,20645098,4
drxdrxdrxdrx,20645098,4
80808248,20645098,4
96290717,20645098,3
3116272,20645098,4
65055486,20645098,3
88926842,20645098,5
101786960,20645098,5
65341751,20645098,5
3310337,20645098,3
95386641,20645098,3
beckhacong,20645098,3
90325710,20645098,4
43511352,20645098,3
lucialo,20645098,3
irissui,20645098,4
86856135,20645098,3
84386848,20645098,5
94966849,20645098,4
45797451,20645098,3
63092220,20645098,5
56705427,20645098,4
70794815,20645098,2
124385874,20645098,3
lancieee,20645098,5
73852704,20645098,3
Christinayanhan,20645098,5
48997081,20645098,4
46861838,20645098,4
46861838,20645098,4
4076571,20645098,4
luoluochina,20645098,4
116304949,20645098,5
116054073,20645098,4
smilbee,20645098,-1
53199629,20645098,3
120742454,20645098,3
63064889,20645098,5
45980116,20645098,4
4900400,20645098,4
84698224,20645098,5
smg,20645098,3
wwnoah,20645098,3
47737561,20645098,4
120219184,20645098,3
lovemetaphor,20645098,5
121921291,20645098,2
58797277,20645098,3
Shengkai_ShiW,20645098,3
Shengkai_ShiW,20645098,3
132262851,20645098,5
51410491,20645098,4
68002540,20645098,1
55606448,20645098,5
76477435,20645098,3
136097347,20645098,4
121368079,20645098,3
4203522,20645098,3
103180412,20645098,4
johnlane360,20645098,3
33261301,20645098,4
100091686,20645098,3
46135370,20645098,4
64425214,20645098,4
1565567,20645098,5
78301371,20645098,5
5691697,20645098,3
121354261,20645098,3
87727957,20645098,4
jessica8111,20645098,4
53257465,20645098,5
55741572,20645098,5
107594537,20645098,4
4679551,20645098,5
sherrytu,20645098,4
50601373,20645098,4
4172986,20645098,5
fishnene,20645098,4
4448887,20645098,4
lg_longer,20645098,4
3579800,20645098,3
Ada_Liu,20645098,3
hanachloe,20645098,3
88502851,20645098,-1
53426437,20645098,4
stardawn,20645098,-1
catheringli,20645098,5
65590175,20645098,3
jimmy037,20645098,3
jimmy037,20645098,3
xuanxuan1209,20645098,5
44994541,20645098,4
yiasong,20645098,3
135128946,20645098,4
59089460,20645098,1
colatea,20645098,5
sky-captaion,20645098,5
61506971,20645098,4
61162296,20645098,-1
52622488,20645098,4
58919499,20645098,4
74537284,20645098,4
MavisMoore,20645098,4
44140767,20645098,4
42787418,20645098,5
37242209,20645098,5
loveanimals,20645098,3
Redycc,20645098,4
Y19950422,20645098,4
43430222,20645098,5
52536484,20645098,2
81589343,20645098,5
diwosy,20645098,1
137591600,20645098,5
127347148,20645098,5
37102095,20645098,-1
50699357,20645098,4
70996426,20645098,4
58466235,20645098,4
49946146,20645098,4
82038252,20645098,3
anniemax,20645098,5
69674172,20645098,3
Geminiying,20645098,4
divingbird,20645098,5
gexiaoshang,20645098,4
66035702,20645098,4
lolli_yj,20645098,3
1529544,20645098,-1
84868729,20645098,5
49339227,20645098,5
aikuyu,20645098,4
106581395,20645098,5
hdrsdgd,20645098,4
63027817,20645098,4
66904097,20645098,5
Babybabygirl,20645098,4
29904054,20645098,3
58151244,20645098,5
fooog,20645098,4
2718163,20645098,5
78588109,20645098,5
58802831,20645098,5
36664214,20645098,5
57285224,20645098,5
133795191,20645098,4
1334269,20645098,5
75911869,20645098,5
108451433,20645098,4
48921552,20645098,4
SpancerM,20645098,3
S-ing,20645098,3
82980188,20645098,3
niazion,20645098,5
83214911,20645098,-1
69773058,20645098,4
75179640,20645098,4
125849315,20645098,4
105071662,20645098,3
scarling,20645098,5
sweetloli,20645098,5
83242410,20645098,3
49197459,20645098,2
2106137,20645098,3
66576261,20645098,3
95822092,20645098,3
88858264,20645098,4
1756784,20645098,5
2035151,20645098,4
53898279,20645098,4
45182133,20645098,3
35649596,20645098,3
64626178,20645098,5
130969145,20645098,5
3129978,20645098,3
roam0629,20645098,3
91713449,20645098,5
68153956,20645098,3
59099811,20645098,3
131364833,20645098,5
90610268,20645098,5
60230973,20645098,1
3595754,20645098,4
96428900,20645098,5
32920328,20645098,5
88412250,20645098,3
kongchanzhimeng,20645098,4
bdnet,20645098,4
47152561,20645098,4
49959307,20645098,4
teikain,20645098,2
135426117,20645098,5
aprileuro,20645098,4
39056323,20645098,4
G-myloxg,20645098,4
42387519,20645098,3
54083120,20645098,5
60593657,20645098,4
65079823,20645098,3
44112436,20645098,4
zl1237,20645098,5
81156493,20645098,4
3414519,20645098,3
yzymo,20645098,5
120338818,20645098,4
132160274,20645098,4
77922789,20645098,4
lalamaggie,20645098,4
81765406,20645098,2
guihua621,20645098,5
XinwenCheng,20645098,3
cfaye,20645098,4
hapysmile,20645098,3
3410802,20645098,4
104426261,20645098,4
pandalucia,20645098,5
47126344,20645098,4
62926087,20645098,3
131545662,20645098,4
75474977,20645098,4
ifeon,20645098,5
79734997,20645098,4
55617091,20645098,3
67811189,20645098,2
62383479,20645098,4
130530674,20645098,5
2297182,20645098,5
120700818,20645098,3
54467510,20645098,4
56413663,20645098,5
125486690,20645098,3
83145085,20645098,4
68521572,20645098,4
115793590,20645098,5
47603156,20645098,5
115032485,20645098,3
78759547,20645098,4
yueyarom,20645098,5
73623587,20645098,3
89989677,20645098,4
119760899,20645098,4
65055212,20645098,4
43788388,20645098,3
xzz005,20645098,5
54931017,20645098,4
73847666,20645098,5
liu1231,20645098,5
89716765,20645098,5
88638997,20645098,3
56519940,20645098,4
66554286,20645098,4
gushaochen,20645098,3
132433995,20645098,4
1322402,20645098,4
61557388,20645098,5
127613691,20645098,4
92490871,20645098,4
52840916,20645098,3
63630042,20645098,5
83250000,20645098,5
46520547,20645098,-1
60038533,20645098,4
117007812,20645098,1
45840485,20645098,4
mdtu,20645098,5
fiona-cin,20645098,4
136957186,20645098,3
66794531,20645098,3
83974267,20645098,4
1240037,20645098,4
119945985,20645098,3
78730817,20645098,3
s399,20645098,5
25982397,20645098,3
44271979,20645098,5
50434812,20645098,4
lsljctx,20645098,5
36530982,20645098,3
75814366,20645098,-1
GTHUN,20645098,5
3119825,20645098,4
71061897,20645098,4
lingdongling,20645098,4
45055967,20645098,4
115693800,20645098,4
amyqiou,20645098,3
85441088,20645098,5
82764407,20645098,5
76514252,20645098,5
bhikkhuni,20645098,4
135662436,20645098,5
littlezhisandra,20645098,3
120674319,20645098,5
54397830,20645098,3
wndtlkr,20645098,4
71458303,20645098,5
102148082,20645098,5
Anitachung,20645098,3
76997093,20645098,5
52973706,20645098,5
127380400,20645098,5
MeloTheFisher,20645098,3
69796665,20645098,4
gning,20645098,4
yuccaxx,20645098,4
113608312,20645098,5
seivm,20645098,4
44059502,20645098,4
77678238,20645098,3
26715515,20645098,3
44510441,20645098,4
leavev,20645098,4
123112954,20645098,4
5012885,20645098,4
50933473,20645098,5
zoewen1984,20645098,4
wuyunoy,20645098,3
61539163,20645098,4
134758461,20645098,4
67288088,20645098,3
78971867,20645098,4
68277125,20645098,3
yangqihang,20645098,4
chujiaojian,20645098,4
49693617,20645098,5
48524156,20645098,5
50034582,20645098,4
116260749,20645098,4
demon94cc,20645098,5
kaulitz,20645098,4
3582364,20645098,5
75270955,20645098,5
49259090,20645098,3
7094131,20645098,3
2889153,20645098,3
70042257,20645098,3
lingjunxin,20645098,4
yuhuaizi,20645098,3
134525766,20645098,3
31613597,20645098,5
63760706,20645098,4
saky,20645098,3
1794585,20645098,3
2327694,20645098,4
82832477,20645098,4
134473693,20645098,4
15689369,20645098,5
74186681,20645098,4
49210030,20645098,4
simonfishing,20645098,3
kisscat890505,20645098,5
46920813,20645098,4
49872790,20645098,4
katherine_pig,20645098,5
1282175,20645098,3
insolitude,20645098,5
hayden001,20645098,3
59480546,20645098,5
78668658,20645098,5
73704277,20645098,5
55607540,20645098,-1
54202610,20645098,4
71038565,20645098,4
xiaosummer,20645098,4
80304181,20645098,4
geyao1994,20645098,4
57847628,20645098,-1
2217349,20645098,5
58783502,20645098,4
an-th7,20645098,1
55966458,20645098,4
42724768,20645098,4
135440439,20645098,5
50353681,20645098,4
xlei130,20645098,3
133380603,20645098,2
56521026,20645098,4
116290357,20645098,3
15456074,20645098,5
67905577,20645098,4
78500828,20645098,4
xi_1483,20645098,4
130147627,20645098,5
121540770,20645098,5
sophie.sue,20645098,4
flowerbaobao,20645098,5
64600611,20645098,5
55657617,20645098,3
59172571,20645098,4
stupidcat7652,20645098,4
Chenxinhonghly,20645098,5
119929270,20645098,5
51435556,20645098,4
48659455,20645098,5
63072032,20645098,4
foreverGJC8023,20645098,3
70310265,20645098,4
rbhuanxiong,20645098,4
mokizhou,20645098,5
63475975,20645098,4
67823219,20645098,3
www3737,20645098,4
SnowlinHu,20645098,5
zengrcsth,20645098,2
48505839,20645098,2
116652565,20645098,5
flinhong,20645098,4
samsaran,20645098,4
76947768,20645098,4
136182829,20645098,4
diantaitou,20645098,3
icetyle,20645098,4
45069650,20645098,4
136947765,20645098,4
antiquelegend,20645098,5
71821400,20645098,4
58123651,20645098,4
sophie1990,20645098,3
63475932,20645098,4
masaikejun,20645098,3
133162014,20645098,5
JosephineQv,20645098,5
43447764,20645098,4
sulla,20645098,5
mogu-biu,20645098,3
ruocun123,20645098,4
67385694,20645098,3
louieeeee,20645098,4
1128584,20645098,5
119858082,20645098,4
yanjie0310,20645098,5
56169417,20645098,4
7255952,20645098,4
adai112,20645098,4
1077635,20645098,4
103197916,20645098,4
muouplay,20645098,3
2293401,20645098,3
58175019,20645098,5
cecaazhang,20645098,3
44345461,20645098,4
137794763,20645098,5
55933493,20645098,3
77898629,20645098,5
GameCEO,20645098,5
101755012,20645098,4
nowingcolorful,20645098,4
65662824,20645098,4
60421761,20645098,4
68878530,20645098,4
feiyangxzy,20645098,4
135751000,20645098,4
Josieeeeee,20645098,3
49010022,20645098,4
star0607,20645098,5
48484446,20645098,5
cathyyzn,20645098,5
51721466,20645098,4
58703684,20645098,4
59013721,20645098,4
50527578,20645098,-1
2976059,20645098,5
xiangyi816,20645098,3
boool,20645098,4
91097572,20645098,3
59964725,20645098,4
124170602,20645098,5
65361718,20645098,4
56877055,20645098,3
42784448,20645098,4
67072789,20645098,5
72293050,20645098,5
62532292,20645098,5
2322487,20645098,2
susuger,20645098,5
87860382,20645098,4
59221485,20645098,5
65471574,20645098,3
cyj8866,20645098,4
44498578,20645098,4
3677612,20645098,5
Silvia_song,20645098,5
foleyfan,20645098,4
2198085,20645098,-1
88817660,20645098,2
14453874,20645098,3
ranfei,20645098,4
56655394,20645098,4
46945318,20645098,5
66458815,20645098,3
55978536,20645098,4
109849422,20645098,4
51162865,20645098,5
91446742,20645098,5
3282401,20645098,3
sudouya,20645098,3
happen23,20645098,4
52246931,20645098,3
tonny-young,20645098,3
61010244,20645098,5
120835046,20645098,4
spottedowl,20645098,4
48174123,20645098,4
exceppt,20645098,5
69678068,20645098,4
77645193,20645098,4
heyidi,20645098,1
48937810,20645098,5
48785308,20645098,-1
51416551,20645098,4
136667430,20645098,4
yuyip,20645098,5
81752466,20645098,3
136456460,20645098,5
Sinept,20645098,4
136998081,20645098,5
85270433,20645098,3
4722795,20645098,5
mogubloom,20645098,5
47218241,20645098,4
83257989,20645098,4
131499272,20645098,3
menyingqi,20645098,4
musemuse7,20645098,1
50416946,20645098,4
104001150,20645098,5
60392839,20645098,3
3654230,20645098,4
44678301,20645098,5
snokin,20645098,3
lotty_liu,20645098,3
136096165,20645098,5
AuRevoir7,20645098,4
2114161,20645098,3
80206205,20645098,4
57335774,20645098,3
kp81ndlf,20645098,4
zhangyue98,20645098,-1
yue17years,20645098,-1
52596376,20645098,4
turly,20645098,2
56268259,20645098,5
3341865,20645098,4
71879067,20645098,4
136599746,20645098,5
42293953,20645098,3
2307180,20645098,4
67539308,20645098,5
63977549,20645098,5
evertoooo,20645098,5
2386302,20645098,4
2221242,20645098,1
39628944,20645098,-1
luyicia,20645098,4
soo_park641215,20645098,4
waitintheseason,20645098,4
133144980,20645098,5
ltec,20645098,5
hucj,20645098,3
68575125,20645098,4
45702321,20645098,4
115204143,20645098,5
73868761,20645098,3
49185671,20645098,4
mabeysomeday,20645098,5
49751104,20645098,5
70258470,20645098,5
64727020,20645098,5
lovingsister,20645098,4
flowertide,20645098,2
buzzsunny,20645098,5
cy_chn,20645098,5
119281931,20645098,1
Walt_W,20645098,4
d_side_story,20645098,4
103242828,20645098,5
110392919,20645098,5
trista-smily,20645098,5
30494481,20645098,4
2434343,20645098,5
59370142,20645098,2
3599139,20645098,4
3749468,20645098,5
6866624,20645098,4
128248701,20645098,4
70961823,20645098,5
64442233,20645098,3
45828730,20645098,4
lywang,20645098,3
i_littlebee,20645098,3
strength,20645098,5
2003868,20645098,5
misaj,20645098,5
Jacky_L,20645098,5
44510032,20645098,5
102930164,20645098,5
susanbear,20645098,1
102902179,20645098,5
59307428,20645098,5
Sennir,20645098,3
chuleiwu,20645098,-1
131108295,20645098,5
joanna_L,20645098,4
46394662,20645098,2
36393329,20645098,5
hanyiran,20645098,5
onlya,20645098,5
46572945,20645098,3
57853531,20645098,5
25485850,20645098,4
lowai,20645098,4
71953415,20645098,4
N44,20645098,5
lidejun,20645098,5
121188347,20645098,4
xufan19821982,20645098,3
minishine,20645098,5
yyyyyyyyyyar,20645098,5
1550135,20645098,3
chenkefeng,20645098,3
2530424,20645098,4
63612050,20645098,4
rain282453,20645098,4
PASSMEBY,20645098,5
119699596,20645098,5
y1ngbb,20645098,4
1342315,20645098,4
70530619,20645098,5
120692860,20645098,5
62826582,20645098,3
a-zhu,20645098,4
38435102,20645098,3
121146535,20645098,5
zhoudaxia,20645098,5
83633159,20645098,4
52484761,20645098,5
48917226,20645098,5
lyning,20645098,3
53476410,20645098,4
73142599,20645098,4
17871243,20645098,5
lutosdan,20645098,2
80914999,20645098,3
